pdb_id,cid,target,species,affinity,affinity_type,tanimoto
5EJK,5281764,Integrase,Human immunodeficiency virus 1,34,IC50,1.00000
4JGD,5281764,Dihydroorotate dehydrogenase (fumarate),Leishmania major,398107,IC50,na
6XE8,5281764,Tyrosine-protein phosphatase YopH,Yersinia enterocolitica,12500,Ki,1.00000
5EJK,5281764,Integrase,Human immunodeficiency virus 1,70,IC50,1.00000
5EJK,5281764,Integrase,Human immunodeficiency virus 1,520,IC50,0.93865
5EJK,5281764,Integrase,Human immunodeficiency virus 1,15700,IC50,na
7LAF,596375,Seed linoleate 13S-lipoxygenase-1,Glycine max (soybean),3.33e+4,IC50,0.92771
2F25,596375,Sialidase A,Streptococcus pneumoniae,2000,IC50,na
7LAF,596375,Seed linoleate 9S-lipoxygenase-3,Glycine max (Soybean),34100,IC50,0.90244
2ZNP,596375,Peroxisome proliferator-activated receptor delta,Homo sapiens (Human),50600,EC50,0.92771
7LAF,596375,Polyunsaturated fatty acid 5-lipoxygenase,Homo sapiens (Human),26000,IC50,0.90244
1ZS0,596375,Secreted chorismate mutase,Mycobacterium tuberculosis H37Rv,2.858e+4,IC50,0.90244
2ZNP,596375,Peroxisome proliferator-activated receptor gamma,Homo sapiens (Human),40000,EC50,0.92771
2ZNP,596375,Peroxisome proliferator-activated receptor alpha,Homo sapiens (Human),46500,EC50,0.92771
1BHG,596375,Beta-glucuronidase,Homo sapiens (Human),3750000,IC50,0.90244
2F25,596375,Sialidase A,Streptococcus pneumoniae,4900,Ki,na
3DWW,596375,Prostaglandin G/H synthase 2,Homo sapiens (Human),129000,IC50,0.90244
3DWW,596375,Prostaglandin G/H synthase 1,Homo sapiens (Human),11000,IC50,0.90244
7LAF,596375,Seed linoleate 9S-lipoxygenase-3,Glycine max (Soybean),96100,IC50,0.92771
5BXJ,596375,Androgen receptor,Homo sapiens (Human),19000,IC50,0.90244
6BO8,596375,Transient receptor potential cation channel subfamily A member 1,Homo sapiens (Human),116000,EC50,0.90244
5AKV,596375,Polyphenol oxidase 2,Agaricus bisporus (Common mushroom),923000,IC50,0.90244
6Q6Q,102333899,Xanthine dehydrogenase/oxidase,Homo sapiens (Human),>100000,IC50,na
3DWW,102333899,Prostaglandin G/H synthase 2,Ovis aries (Sheep),24700,IC50,na
3DWW,102333899,Prostaglandin G/H synthase 2,Ovis aries (Sheep),29200,IC50,na
1JY1,102333899,Tyrosyl-DNA phosphodiesterase 1,Homo sapiens (Human),1000,IC50,0.87132
3SP7,11629959,Programmed cell death protein 4,Homo sapiens (Human),3000,EC50,0.86792
3SP7,11629959,Programmed cell death protein 4,Homo sapiens (Human),4900,EC50,0.86792
7VRK,2519,Adenosine receptor A2a/A2b,Rattus norvegicus,>10000,IC50,0.92771
7VRK,2519,Adenosine receptor A2a/A2b,Rattus norvegicus,32000,Ki,0.92169
1OJ9,2519,Amine oxidase [flavin-containing] A,Homo sapiens (Human),>50000,IC50,1.00000
5UEN,2519,Adenosine receptor A1,Rattus norvegicus (rat),>10000,Ki,1.00000
1XMU,2519,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A/4B/4C/4D",Homo sapiens (Human),50000,IC50,0.92771
7VRK,2519,Adenosine receptor A2a/A2b,Rattus norvegicus,63000,IC50,1.00000
5N2R,2519,Adenosine receptor A2a,Homo sapiens (Human),0.6,Ki,0.92771
8HDO,2519,Adenosine receptor A2b,Mus musculus,23000,Ki,1.00000
5UEN,2519,Adenosine receptor A1,Rattus norvegicus (rat),110000,IC50,1.00000
5N2R,2519,Adenosine receptor A2a,Homo sapiens (Human),>10000,Ki,0.96988
5N2R,2519,Adenosine receptor A2a,GUINEA PIG,13000,Ki,0.92771
1ZKL,2519,"High affinity cAMP-specific 3',5'-cyclic phosphodiesterase 7A",Homo sapiens (Human),>200000,IC50,0.92771
2OUU,2519,"cGMP-dependent 3',5'-cyclic phosphodiesterase",Homo sapiens (Human),210000,IC50,0.92771
7R8B,2519,ATP-binding cassette sub-family C member 4,Homo sapiens (Human),131000,IC50,0.92771
1TAZ,2519,"Dual specificity calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A",BOVINE,500000,IC50,0.92771
5UEN,2519,Adenosine receptor A1,Rattus norvegicus (rat),>10000,Ki,0.92169
5UEN,2519,Adenosine receptor A1,Homo sapiens (Human),12000,Kd,0.92771
5UEN,2519,Adenosine receptor A1,Homo sapiens (Human),0.6,Ki,0.92771
7DV5,2519,Bile salt export pump,Homo sapiens (Human),133000,IC50,0.92771
1TAZ,2519,"Dual specificity calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B",Bos taurus,92000,IC50,0.92771
7VRK,2519,Adenosine receptor A2a/A2b,Rattus norvegicus,59000,Ki,0.87952
2UZ9,2519,Guanine deaminase,Homo sapiens (Human),10200,Ki,1.00000
7R8B,2519,ATP-binding cassette sub-family C member 4,Homo sapiens (Human),133000,IC50,0.92771
7VRK,2519,Adenosine receptor A2a/A2b,Rattus norvegicus,250000,Ki,0.96988
2WID,2519,Cholinesterase,Homo sapiens (Human),>50000,IC50,1.00000
8HDO,2519,Adenosine receptor A2b,Homo sapiens (Human),10.0,Ki,1.00000
1ROR,2519,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",Homo sapiens (Human),>200000,IC50,0.92771
8HDO,2519,Adenosine receptor A2b,Homo sapiens (Human),9000,Ki,0.92771
7DV5,2519,Bile salt export pump,Homo sapiens (Human),133000,IC50,0.92771
1Z8D,2519,"Glycogen phosphorylase, muscle form",Rattus norvegicus,182000,IC50,1.00000
5MZP,2519,Adenosine receptor A1/A2a/A2b/A3,Rattus norvegicus (rat),15000,Ki,1.00000
5UEN,2519,Adenosine receptor A1,BOVINE,3800,Ki,0.92771
7CR2,2519,Potassium channel subfamily K member 2,Homo sapiens (Human),486000,EC50,0.92771
5UEN,2519,Adenosine receptor A1,GUINEA PIG,100000,Ki,1.00000
3TVX,2519,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A",Homo sapiens (Human),747000,IC50,1.00000
1TAZ,2519,"Dual specificity calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A/1B/1C",Homo sapiens (Human),320000,IC50,0.92771
6HBU,2519,ATP-binding cassette sub-family C member 3,Homo sapiens (Human),133000,IC50,1.00000
5V6A,2519,Replicase polyprotein 1ab,Human SARS coronavirus (SARS-CoV) (Severe acute respiratory syndrome coronavirus),100000,IC50,1.00000
8HDO,2519,Adenosine receptor A2b,Rattus norvegicus,15100,Ki,0.92771
5N2R,2519,Adenosine receptor A2a,Homo sapiens (Human),28200,EC50,0.92771
5N2R,2519,Adenosine receptor A2a,Homo sapiens (Human),>10000,Ki,0.92169
1GUV,2519,Chitotriosidase-1,Homo sapiens (Human),>500000,IC50,0.92771
5UEN,2519,Adenosine receptor A1,Rattus norvegicus (rat),>10000,Ki,0.96988
1TAZ,2519,"Dual specificity calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A/1B/1C",Homo sapiens (Human),356000,IC50,0.92771
1TAZ,2519,"Dual specificity calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B/Dual specificity calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1C/Phosphodiesterase",Rattus norvegicus,70000,IC50,1.00000
1HKI,2519,Endochitinase B1,Aspergillus fumigatus,1500000,IC50,0.92771
5UEN,2519,Adenosine receptor A1,BOVINE,>10000,Ki,1.00000
1OJ9,2519,Amine oxidase [flavin-containing] B,Homo sapiens (Human),>50000,IC50,1.00000
7VRK,2519,Adenosine receptor A2a/A2b,Homo sapiens (Human),30000,Ki,1.00000
6HBU,2519,ATP-binding cassette sub-family C member 2,Homo sapiens (Human),133000,IC50,0.92771
5UEN,2519,Adenosine receptor A1,GUINEA PIG,5980,Ki,0.92771
5N2R,2519,Adenosine receptor A2a,Rattus norvegicus (rat),6700,Ki,0.92771
3T8M,2519,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",Homo sapiens (Human),3630000,IC50,1.00000
7QK9,2519,Adenosine receptor A3,Sheep,9050,Ki,0.92771
2CAB,2519,Carbonic anhydrase 1,Homo sapiens (Human),5.5000e+7,IC50,1.00000
5UEN,2519,Adenosine receptor A1,Oryctolagus cuniculus (Rabbit),4710,Ki,0.92771
5UEN,2519,Adenosine receptor A1,BOVINE,>10000,Ki,0.92169
2GLQ,2519,"Alkaline phosphatase, tissue-nonspecific isozyme",Homo sapiens (Human),82000,Ki,0.92771
7CR2,2519,Potassium voltage-gated channel subfamily H member 2,Homo sapiens (Human),4897.79,IC50,1.00000
7QK9,2519,Adenosine receptor A3,Homo sapiens (Human),14,Ki,0.92771
5V6A,2519,Replicase polyprotein 1ab,Human SARS coronavirus (SARS-CoV) (Severe acute respiratory syndrome coronavirus),100000,IC50,0.92771
8HDO,2519,Adenosine receptor A2b,Rattus norvegicus,30000,Ki,1.00000
5N2R,2519,Adenosine receptor A2a,Homo sapiens (Human),>100000,EC50,0.87952
1Z8D,2519,"Glycogen phosphorylase, muscle form",Homo sapiens (Human),114000,IC50,1.00000
7QK9,2519,Adenosine receptor A3,Rattus norvegicus,85000,Ki,0.92771
6HBU,2519,ATP-binding cassette sub-family C member 2,Homo sapiens (Human),133000,IC50,0.92771
6J8E,2519,Sodium channel protein type 1/2/3 subunit alpha,Homo sapiens (Human),660000,IC50,1.00000
3LII,2519,Acetylcholinesterase,Homo sapiens (Human),7250,IC50,1.00000
5UEN,2519,Adenosine receptor A1,Rattus norvegicus (rat),1000000,Ki,0.93491
5UEN,2519,Adenosine receptor A1,Rattus norvegicus (rat),700,Ki,0.92771
7PED,2519,Serine/threonine-protein kinase mTOR,Homo sapiens (Human),400000,IC50,1.00000
2QYM,2519,"cAMP-specific 3',5'-cyclic phosphodiesterase 4C",Rattus norvegicus,523000,Ki,0.92771
7VRK,2519,Adenosine receptor A2a/A2b,Rattus norvegicus,1310,Ki,0.92771
5N2R,2519,Adenosine receptor A2a,Homo sapiens (Human),1710,Ki,0.92771
5N2R,2519,Adenosine receptor A2a,Homo sapiens (Human),5011.87,Ki,1.00000
2GLQ,2519,"Alkaline phosphatase, tissue-nonspecific isozyme",Homo sapiens (Human),>5000,IC50,0.92771
2GLQ,2519,"Alkaline phosphatase, tissue-nonspecific isozyme",Homo sapiens (Human),>100000,IC50,0.92771
4G7Y,2519,Transmembrane and immunoglobulin domain-containing 3,RAT,>10000,Ki,0.91716
5N2R,2519,Adenosine receptor A2a,Rattus norvegicus (rat),22000,Ki,0.92771
1XMU,2519,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A/4B/4C/4D",Homo sapiens (Human),56800,Ki,0.92771
5UEN,2519,Adenosine receptor A1,Homo sapiens (Human),6770,Ki,0.92771
5UEN,2519,Adenosine receptor A1,Rattus norvegicus (rat),350,Ki,0.92771
5UEN,2519,Adenosine receptor A1,Homo sapiens (Human),45000,Kd,1.00000
5UEN,2519,Adenosine receptor A1,Homo sapiens (Human),>10000,Ki,1.00000
7R8B,2519,ATP-binding cassette sub-family C member 4,Homo sapiens (Human),133000,IC50,1.00000
7QK9,2519,Adenosine receptor A3,Rattus norvegicus,>100000,Ki,1.00000
5UEN,2519,Adenosine receptor A1,Rattus norvegicus (rat),>10000,IC50,0.92771
8HDO,2519,Adenosine receptor A2b,Homo sapiens (Human),2700,Ki,0.92771
7DV5,2519,Bile salt export pump,Homo sapiens (Human),133000,IC50,1.00000
5UDY,2519,Intestinal-type alkaline phosphatase,Homo sapiens (Human),>5000,IC50,0.92771
5UEN,2519,Adenosine receptor A1,BOVINE,2430,IC50,0.92771
4NPV,2519,Phosphodiesterase,Bos taurus,77000,Ki,0.92771
7VRK,2519,Adenosine receptor A2a/A2b,Homo sapiens (Human),133000,Ki,0.87952
7VRK,2519,Adenosine receptor A2a/A2b,Rattus norvegicus,27000,Ki,1.00000
4NTJ,2519,P2Y purinoceptor 2,HAMSTER,4550,Ki,0.92771
5MZP,2519,Adenosine receptor A1/A2a/A2b/A3,Rattus norvegicus (rat),150,Ki,0.92771
3TVX,2519,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A",Homo sapiens (Human),386000,IC50,0.92771
6HBU,2519,ATP-binding cassette sub-family C member 3,Homo sapiens (Human),133000,IC50,0.92771
7CR2,2519,Potassium channel subfamily K member 2,Homo sapiens (Human),377000,EC50,1.00000
5VEU,2519,Cytochrome P450 3A4,Homo sapiens (Human),>10000,IC50,0.92771
3KGV,2519,DNA-dependent protein kinase catalytic subunit,Homo sapiens (Human),10000000,IC50,1.00000
2CAB,2519,Carbonic anhydrase 2,Homo sapiens (Human),2.000e+6,IC50,1.00000
6HBU,2519,ATP-binding cassette sub-family C member 3,Homo sapiens (Human),133000,IC50,0.92771
5N2R,2519,Adenosine receptor A2a,Rattus norvegicus (rat),>10000,Ki,0.89349
1FC0,2519,"Glycogen phosphorylase, liver form",Rattus norvegicus,648000,IC50,1.00000
1XMU,2519,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A/4B/4C/4D",Homo sapiens (Human),156000,Ki,0.87952
7SIC,2519,Serine-protein kinase ATM,Homo sapiens (Human),200000,IC50,1.00000
5UEN,2519,Adenosine receptor A1,Rattus norvegicus (rat),>10000,Ki,0.89349
5N2R,2519,Adenosine receptor A2a,Rattus norvegicus (rat),>10000,Ki,0.91716
1SOJ,2519,"cGMP-inhibited 3',5'-cyclic phosphodiesterase 3A/3B",Homo sapiens (Human),360000,IC50,0.92771
4NPV,2519,Phosphodiesterase,Bos taurus,1720000,IC50,0.92771
1OJ9,2519,Amine oxidase [flavin-containing] B,Homo sapiens (Human),3600000,Ki,1.00000
5UEN,2519,Adenosine receptor A1,Rattus norvegicus (rat),35000,Ki,0.87952
7VRK,2519,Adenosine receptor A2a/A2b,Homo sapiens (Human),13800,Ki,0.92771
1GUV,2519,Chitotriosidase-1,Homo sapiens (Human),257000,IC50,1.00000
6HBU,2519,ATP-binding cassette sub-family C member 2,Homo sapiens (Human),133000,IC50,1.00000
5YZ0,2519,Serine/threonine-protein kinase ATR,Homo sapiens (Human),1100000,IC50,1.00000
3T8M,2519,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",Homo sapiens (Human),2904000,IC50,0.92771
5UEN,2519,Adenosine receptor A1,Rattus norvegicus (rat),>10000,Ki,0.91716
7QK9,2519,Adenosine receptor A3,Homo sapiens (Human),13300,Ki,1.00000
7QK9,2519,Adenosine receptor A3,Homo sapiens (Human),22300,Ki,0.92771
1XMU,2519,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A/4B/4C/4D",Homo sapiens (Human),1780000,IC50,0.92771
7QK9,2519,Adenosine receptor A3,Rattus norvegicus,>100000,Ki,0.92771
1HKI,2519,Endochitinase B1,Aspergillus fumigatus,469000,IC50,1.00000
1Z8D,2519,"Glycogen phosphorylase, muscle form",Oryctolagus cuniculus (rabbit),74900,IC50,1.00000
1SOJ,2519,"cGMP-inhibited 3',5'-cyclic phosphodiesterase 3A/3B",Homo sapiens (Human),240000,IC50,0.92771
5N2R,2519,Adenosine receptor A2a,GUINEA PIG,50000,Ki,1.00000
5UEN,2519,Adenosine receptor A1,BOVINE,>10000,Ki,0.96988
4G7Y,2519,Transmembrane and immunoglobulin domain-containing 3,RAT,>10000,Ki,0.89349
3D59,2519,Phospholipase A-2-activating protein,Homo sapiens (Human),>5000,IC50,0.92771
5N2R,2519,Adenosine receptor A2a,Rattus norvegicus (rat),9400,Ki,1.00000
3SP7,71351181,Programmed cell death protein 4,Homo sapiens (Human),3000,EC50,0.86792
3SP7,71351181,Programmed cell death protein 4,Homo sapiens (Human),4900,EC50,0.86792
7MPA,10364,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2,Homo sapiens,2000,IC50,0.90909
3DWW,10364,Prostaglandin G/H synthase 1,Homo sapiens (Human),4000,IC50,1.00000
5AKV,10364,Polyphenol oxidase 2,Agaricus bisporus (Common mushroom),>500000,IC50,1.00000
6BO8,10364,Transient receptor potential cation channel subfamily A member 1,Homo sapiens (Human),7000,EC50,1.00000
1ZS0,10364,Secreted chorismate mutase,Mycobacterium tuberculosis H37Rv,2.14e+4,IC50,0.86667
5TOA,10364,Estrogen receptor beta,Homo sapiens (Human),>250000,IC50,0.90909
7MPA,10364,Sarcoplasmic/endoplasmic reticulum calcium ATPase 3,Homo sapiens,2000,IC50,0.90909
7MPA,10364,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,Oryctolagus cuniculus,2000,IC50,0.90909
3LII,10364,Acetylcholinesterase,Electrophorus electricus (Electric eel),288260,IC50,1.00000
4J24,10364,Estrogen receptor,Homo sapiens (Human),>250000,IC50,0.90909
1ZS0,10364,Secreted chorismate mutase,Mycobacterium tuberculosis H37Rv,1.06e+3,IC50,1.00000
3LII,10364,Acetylcholinesterase,Homo sapiens (Human),283600,IC50,1.00000
2WID,10364,Cholinesterase,Equus caballus (Horse),410790,IC50,1.00000
7E2Z,34458,D(1A) dopamine receptor,Homo sapiens (Human),147.91,Ki,0.93607
7E2Z,34458,D(1A) dopamine receptor,Homo sapiens (Human),5.6,Ki,0.91781
3LII,34458,Acetylcholinesterase,Homo sapiens (Human),>100000,IC50,0.29697
7E2Z,34458,5-hydroxytryptamine receptor 1A,Homo sapiens (Human),13500,EC50,1.00000
5WIV,34458,D(2) dopamine receptor,Homo sapiens (Human),80,Ki,1.00000
7E2Z,34458,D(1A) dopamine receptor,Homo sapiens (Human),1350,EC50,0.92694
7E2Z,34458,D(1A) dopamine receptor,Homo sapiens (Human),21270,IC50,0.92694
5WIV,34458,D(2) dopamine receptor,Homo sapiens (Human),450,IC50,0.92694
7E2Z,34458,Alpha-1A adrenergic receptor,Homo sapiens (Human),616,Ki,0.92237
5HK2,34458,Sigma non-opioid intracellular receptor 1,Homo sapiens (Human),269,Ki,0.91781
7E2Z,34458,D(1A) dopamine receptor,Homo sapiens (Human),64.12,Ki,0.91441
7LBG,34458,Tissue factor,Homo sapiens (Human),36,IC50,0.97717
1OJ9,34458,Amine oxidase [flavin-containing] B,Homo sapiens (Human),>20000,IC50,0.92237
7LBG,34458,Tissue factor,Homo sapiens (Human),105,IC50,0.91781
7E2Z,34458,D(1A) dopamine receptor,Homo sapiens (Human),565,Ki,1.00000
1OJ9,34458,Amine oxidase [flavin-containing] A,Homo sapiens (Human),>20000,IC50,0.92237
7E2Z,34458,D(1A) dopamine receptor,Homo sapiens (Human),4.86,IC50,0.90541
5WIV,34458,D(2) dopamine receptor,Homo sapiens (Human),105,Ki,0.92237
7LBG,34458,Tissue factor,Homo sapiens (Human),23,IC50,0.92694
5WIV,34458,D(2) dopamine receptor,Homo sapiens (Human),500,IC50,na
7E2Z,34458,D(1A) dopamine receptor,Homo sapiens (Human),141.58,IC50,0.98649
7E2Z,34458,D(1A) dopamine receptor,Homo sapiens (Human),390,IC50,na
5WIV,34458,D(4) dopamine receptor,Homo sapiens (Human),>1000,Ki,0.92694
5WIV,34458,D(2) dopamine receptor,Homo sapiens (Human),1000,IC50,1.00000
7E2Z,34458,D(1A) dopamine receptor,Homo sapiens (Human),4.2,Ki,0.93151
7E2Z,34458,D(1A) dopamine receptor,Homo sapiens (Human),530,Ki,0.89498
7E2Z,34458,D(1A) dopamine receptor,Homo sapiens (Human),376.83,Ki,0.98649
5WIV,34458,D(2) dopamine receptor,Homo sapiens (Human),40,IC50,0.91781
4IAQ,34458,D(1B) dopamine receptor,Homo sapiens (Human),305,Ki,0.92694
7LBG,34458,Tissue factor,Homo sapiens (Human),15,IC50,0.92694
5WIV,34458,D(4) dopamine receptor,Homo sapiens (Human),77,Ki,0.92237
4IAQ,34458,D(1B) dopamine receptor,Homo sapiens (Human),313,Ki,0.92237
7E2Z,34458,D(1A) dopamine receptor,Homo sapiens (Human),15,Ki,0.92237
6B19,34458,Reverse transcriptase,Human immunodeficiency virus 1,>564000,IC50,1.00000
7VOE,34458,5-hydroxytryptamine receptor 2A,Homo sapiens (Human),>5000,Ki,0.92237
7LBG,34458,Tissue factor,Homo sapiens (Human),8.4,IC50,1.00000
7E2Z,34458,D(1A) dopamine receptor,Homo sapiens (Human),>10000,IC50,na
7E2Z,34458,5-hydroxytryptamine receptor 1A,Homo sapiens (Human),190,EC50,0.92694
7E2Z,34458,5-hydroxytryptamine receptor 1A,Homo sapiens (Human),149,Ki,0.92694
7E2Z,34458,D(1A) dopamine receptor,Homo sapiens (Human),60,Ki,0.97717
5HK2,34458,Sigma non-opioid intracellular receptor 1,Homo sapiens (Human),106,Ki,0.92237
2A3R,34458,D(3) dopamine receptor,Homo sapiens (Human),1713,Ki,0.92694
1OJ9,34458,Amine oxidase [flavin-containing] A,Homo sapiens (Human),>20000,IC50,0.92694
7E2Z,34458,D(1A) dopamine receptor,Homo sapiens (Human),199,Ki,0.92237
1OJ9,34458,Amine oxidase [flavin-containing] B,Homo sapiens (Human),>20000,IC50,0.92694
7E2Z,34458,Alpha-1A adrenergic receptor,Rattus norvegicus (Rat),1122,Ki,1.00000
7E2Z,34458,D(1A) dopamine receptor,Homo sapiens (Human),153,Ki,0.92694
6EEY,34458,Alpha-1D adrenergic receptor,Homo sapiens (Human),25,Ki,0.92237
5WIV,34458,D(2) dopamine receptor,Rattus norvegicus (rat),28,Ki,na
7E2Z,34458,D(1A) dopamine receptor,Homo sapiens (Human),410,IC50,0.90411
7E2Z,34458,D(1A) dopamine receptor,Homo sapiens (Human),2.5,Ki,0.90541
4IAQ,34458,D(1B) dopamine receptor,Homo sapiens (Human),4.4,Ki,0.91781
7E2Z,34458,D(1A) dopamine receptor,Homo sapiens (Human),22,Ki,0.89954
7E2Z,34458,D(1A) dopamine receptor,RAT,3631,Ki,na
5WIV,34458,D(2) dopamine receptor,Homo sapiens (Human),305,Ki,0.92694
7E2Z,34458,Alpha-1A adrenergic receptor,Homo sapiens (Human),462,IC50,na
7E2Z,34458,D(1A) dopamine receptor,Homo sapiens (Human),135,Ki,0.91781
7LBG,34458,Tissue factor,Homo sapiens (Human),969,IC50,0.91781
6B19,34458,Reverse transcriptase,Human immunodeficiency virus 1,>589000,IC50,1.00000
5WIV,34458,D(4) dopamine receptor,Homo sapiens (Human),1978,Ki,1.00000
7E2Z,34458,D(1A) dopamine receptor,Homo sapiens (Human),64.12,Ki,0.98649
2A3R,34458,D(3) dopamine receptor,Homo sapiens (Human),37,Ki,0.92237
7E2Z,34458,D(1A) dopamine receptor,Homo sapiens (Human),3.4,Ki,0.91781
5WIV,34458,D(2) dopamine receptor,Homo sapiens (Human),214,Ki,0.89954
4IAQ,34458,D(1B) dopamine receptor,Homo sapiens (Human),62,Ki,1.00000
7E2Z,34458,D(1A) dopamine receptor,Homo sapiens (Human),200,Ki,0.92237
7E2Z,34458,D(1A) dopamine receptor,RAT,41100,EC50,0.91781
5WIV,34458,D(2) dopamine receptor,Homo sapiens (Human),239.9,Ki,0.93607
7E2Z,34458,D(1A) dopamine receptor,RAT,32359,Ki,na
7E2Z,34458,D(1A) dopamine receptor,Homo sapiens (Human),188.96,IC50,0.91441
2A3R,34458,D(3) dopamine receptor,Homo sapiens (Human),82,Ki,1.00000
5WIV,34458,D(2) dopamine receptor,Homo sapiens (Human),42,Ki,0.92237
7B6W,34458,Alpha-1B adrenergic receptor,Homo sapiens (Human),360,Ki,0.92237
2A3R,34458,D(3) dopamine receptor,Homo sapiens (Human),101,Ki,0.91781
7E2Z,34458,D(1A) dopamine receptor,Homo sapiens (Human),49,Ki,1.00000
5WIV,34458,D(2) dopamine receptor,Rattus norvegicus (rat),6918,Ki,na
7E2Z,34458,5-hydroxytryptamine receptor 1A,Homo sapiens (Human),908,Ki,1.00000
1G3N,34458,Cyclin-dependent kinase 2,Homo sapiens (Human),>50000,IC50,1.00000
7E2Z,34458,D(1A) dopamine receptor,Homo sapiens (Human),12.29,IC50,0.91781
5WIV,34458,D(2) dopamine receptor,Homo sapiens (Human),49,Ki,1.00000
2ACS,34458,Glucose-6-phosphate dehydrogenase-6-phosphogluconolactonase,Plasmodium falciparum 3D7,15500,IC50,1.00000
5WIV,34458,D(2) dopamine receptor,Homo sapiens (Human),18730,IC50,0.92694
7E2Z,34458,D(1A) dopamine receptor,Homo sapiens (Human),23.65,Ki,0.91250
7E2Z,34458,D(1A) dopamine receptor,Homo sapiens (Human),23,EC50,0.91781
7WKZ,34458,5-hydroxytryptamine receptor 7,Homo sapiens (Human),5000,Ki,1.00000
6B19,34458,Reverse transcriptase,Human immunodeficiency virus 1,>562000,IC50,0.92694
7E2Z,34458,D(1A) dopamine receptor,Homo sapiens (Human),>5000,Ki,0.97717
